0,0, Header,1,2,256,
1,0, Start_track,,,,
1,0, Time_signature,2,1,48,8
1,0, Key_signature,4," ""major""",,
1,0, Tempo,1176469,,,
1,0, Title_t," ""Moonlight Sonata - 1st movement""",,,
1,0, Text_t," ""Ludwig van Beethoven""",,,
1,4096, Tempo,1200000,,,
1,4352, Tempo,1153845,,,
1,4608, Tempo,1176469,,,
1,4864, Tempo,1200000,,,
1,5120, Tempo,1176469,,,
1,5888, Tempo,1200000,,,
1,6144, Tempo,1176469,,,
1,8192, Tempo,1176469,,,
1,8448, Tempo,1153845,,,
1,8960, Tempo,1176469,,,
1,9216, Tempo,1200000,,,
1,9386, Tempo,1153845,,,
1,9728, Tempo,1176469,,,
1,9898, Tempo,1200000,,,
1,10325, Tempo,1176469,,,
1,10922, Tempo,1200000,,,
1,11349, Tempo,1176469,,,
1,22528, Tempo,1176469,,,
1,22784, Tempo,1153845,,,
1,23040, Tempo,1176469,,,
1,23296, Tempo,1200000,,,
1,23552, Tempo,1176469,,,
1,24320, Tempo,1200000,,,
1,24576, Tempo,1176469,,,
1,25856, Tempo,1153845,,,
1,38912, Tempo,1176469,,,
1,39680, Tempo,1153845,,,
1,39936, Tempo,1176469,,,
1,41984, Tempo,1200000,,,
1,42240, Tempo,1153845,,,
1,42496, Tempo,1176469,,,
1,42752, Tempo,1200000,,,
1,43093, Tempo,1176469,,,
1,45568, Tempo,1153845,,,
1,46080, Tempo,1176469,,,
1,46336, Tempo,1153845,,,
1,46592, Tempo,1176469,,,
1,46848, Tempo,1200000,,,
1,47104, Tempo,1176469,,,
1,47872, Tempo,1176469,,,
1,48128, Tempo,1153845,,,
1,48640, Tempo,1132074,,,
1,50261, Tempo,1153845,,,
1,51370, Tempo,1132074,,,
1,52394, Tempo,1111111,,,
1,52650, Tempo,1132074,,,
1,52906, Tempo,1153845,,,
1,53333, Tempo,1132074,,,
1,54528, Tempo,1111111,,,
1,54784, Tempo,1132074,,,
1,55040, Tempo,1153845,,,
1,55296, Tempo,1132074,,,
1,57088, Tempo,1111111,,,
1,57344, Tempo,1132074,,,
1,57600, Tempo,1111111,,,
1,57856, Tempo,1132074,,,
1,58112, Tempo,1153845,,,
1,58453, Tempo,1176469,,,
1,58880, Tempo,1153845,,,
1,59136, Tempo,1176469,,,
1,59392, Tempo,1153845,,,
1,59904, Tempo,1176469,,,
1,60416, Tempo,1200000,,,
1,60672, Tempo,1176469,,,
1,61184, Tempo,1200000,,,
1,66560, Tempo,1200000,,,
1,67072, Tempo,1224489,,,
1,67498, Tempo,1250000,,,
1,67925, Tempo,1276595,,,
1,68266, Tempo,1304346,,,
1,68437, Tempo,1333332,,,
1,68608, Tempo,1395347,,,
1,69120, Tempo,1500000,,,
1,69632, Tempo,1714284,,,
1,69632, Time_signature,6,2,72,8
1,69633, End_track,,,,
2,0, Start_track,,,,
2,0, Program_c,0,0,,
2,0, Control_c,0,121,0,
2,0, Control_c,0,64,0,
2,0, Control_c,0,10,68,
2,0, Control_c,0,7,95,
2,0, Note_on_c,0,56,33,
2,0, Control_c,0,121,0,
2,0, Control_c,0,64,0,
2,0, Control_c,0,10,59,
2,0, Control_c,0,7,95,
2,0, Title_t," ""Piano""",,,
2,0, Control_c,0,64,127,
2,0, Note_on_c,0,37,27,
2,0, Note_on_c,0,49,27,
2,85, Note_off_c,0,56,0,
2,85, Note_on_c,0,61,38,
2,170, Note_off_c,0,61,0,
2,170, Note_on_c,0,64,42,
2,256, Note_off_c,0,64,0,
2,256, Note_on_c,0,56,40,
2,341, Note_off_c,0,56,0,
2,341, Note_on_c,0,61,44,
2,426, Note_off_c,0,61,0,
2,426, Note_on_c,0,64,44,
2,512, Note_off_c,0,64,0,
2,512, Note_on_c,0,56,39,
2,597, Note_off_c,0,56,0,
2,597, Note_on_c,0,61,44,
2,682, Note_off_c,0,61,0,
2,682, Note_on_c,0,64,43,
2,768, Note_off_c,0,64,0,
2,768, Note_on_c,0,56,39,
2,853, Note_off_c,0,56,0,
2,853, Note_on_c,0,61,43,
2,938, Note_off_c,0,61,0,
2,938, Note_on_c,0,64,43,
2,938, Control_c,0,64,0,
2,1024, Note_off_c,0,64,0,
2,1024, Note_on_c,0,56,41,
2,1024, Control_c,0,64,127,
2,1024, Note_on_c,0,35,29,
2,1024, Note_on_c,0,47,29,
2,1034, Note_off_c,0,37,0,
2,1034, Note_off_c,0,49,0,
2,1109, Note_off_c,0,56,0,
2,1109, Note_on_c,0,61,45,
2,1194, Note_off_c,0,61,0,
2,1194, Note_on_c,0,64,42,
2,1280, Note_off_c,0,64,0,
2,1280, Note_on_c,0,56,40,
2,1365, Note_off_c,0,56,0,
2,1365, Note_on_c,0,61,45,
2,1450, Note_off_c,0,61,0,
2,1450, Note_on_c,0,64,42,
2,1536, Note_off_c,0,64,0,
2,1536, Note_on_c,0,56,41,
2,1621, Note_off_c,0,56,0,
2,1621, Note_on_c,0,61,44,
2,1706, Note_off_c,0,61,0,
2,1706, Note_on_c,0,64,41,
2,1792, Note_off_c,0,64,0,
2,1792, Note_on_c,0,56,39,
2,1877, Note_off_c,0,56,0,
2,1877, Note_on_c,0,61,44,
2,1961, Control_c,0,64,0,
2,1962, Note_off_c,0,61,0,
2,1962, Note_on_c,0,64,42,
2,2048, Note_off_c,0,64,0,
2,2048, Note_on_c,0,57,38,
2,2048, Control_c,0,64,127,
2,2048, Note_on_c,0,33,29,
2,2048, Note_on_c,0,45,29,
2,2067, Note_off_c,0,35,0,
2,2067, Note_off_c,0,47,0,
2,2133, Note_off_c,0,57,0,
2,2133, Note_on_c,0,61,43,
2,2218, Note_off_c,0,61,0,
2,2218, Note_on_c,0,64,44,
2,2304, Note_off_c,0,64,0,
2,2304, Note_on_c,0,57,39,
2,2389, Note_off_c,0,57,0,
2,2389, Note_on_c,0,61,43,
2,2474, Note_off_c,0,61,0,
